DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,SOWC_FLAG_A:SOWC flag A,DATA_SOURCE_PRIORITY:Data source priority,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,77.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,85.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,81.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,88.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,79.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,83.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,80.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2010-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,61.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,40.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,43.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,44.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,63.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,91.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,43.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_47: Multiple Indicator Cluster Survey 2018-2019,2019,81.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GNB: Guinea-Bissau,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_993: Ministério da Economia e Finanças; Direção Geral do Plano/Instituto Nacional de Estatística (INE). Inquérito aos Indicadores Múltiplos (MICS6) 2018-2019; Relatório Final. Bissau; Guiné-Bissau: Ministério da Economia e Finanças e Direção Geral do Plano/ Instituto Nacional de Estatística (INE); 2020. (in Portuguese),2019,53.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GRC: Greece,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_962: Hellenic Republic; Hellenic Statistical Authority; Directorate General of Statistics; Population and Migration Statistics Section. 2014-2018 Proportion of births attended by skilled health personnel. Provided during SDG Country Consultation december 2019; 2019.,2018,99.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Skilled persons),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,84.4,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,75.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,87.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,85.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,89.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,91.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,84.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,86.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,84.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2009-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,99.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,93.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,99.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,100,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,99.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,98.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,97.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_116: Multiple Indicator Cluster Survey 2019-2020,2020,97.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_115: PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,2018,95.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Trained personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_115: PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 30 December 2021).,2019,95,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Trained personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",GUY: Guyana,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2597: Government of Guyana and UNICEF. 2021. Guyana Multiple Indicator Cluster Survey 2019-2020; Survey Findings Report. Georgetown; Guyana: UNICEF,2020,97.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Definition includes other cadres that is not in alignment with the standard definition (Medical doctor (57.7%), Nurse/Midwife (38.9%), Medex (0.1%), Emergency Technician (0.2%), Single midwife (0.7%))",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",HND: Honduras,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_1021: Encuesta Nacional de Demografía y Salud/Encuesta de Indicadores Múltiples por Conglomerados 2019,2019,84.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",HND: Honduras,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_1021: Encuesta Nacional de Demografía y Salud/Encuesta de Indicadores Múltiples por Conglomerados 2019,2019,81,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",HND: Honduras,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_1021: Encuesta Nacional de Demografía y Salud/Encuesta de Indicadores Múltiples por Conglomerados 2019,2019,86.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",HND: Honduras,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_1021: Encuesta Nacional de Demografía y Salud/Encuesta de Indicadores Múltiples por Conglomerados 2019,2019,87.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2019
"UNICEF:MNCH(1.0): Maternal, child and newborn health",HND: Honduras,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_1021: Encuesta Nacional de Demografía y Salud/Encuesta de Indicadores Múltiples por Conglomerados 2019,2019,92,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2019
